"ID","Nov2rep3","Nov3rep3","Nov4rep3","Nov5rep3","Nov9rep3","Nov10rep3","Nov11rep3","Nov12rep3","Nov13rep3","Nov16rep3","Nov17rep3","Nov18rep3","Nov19rep3","Nov20rep3","Nov23rep3","Nov24rep3","Nov25rep3","Nov26rep3","Nov27rep3","Nov30rep3","Dec1rep3","Dec2rep3","Dec3rep3","Dec4rep3","Dec7rep3","Dec8rep3","Dec9rep3","Dec10rep3","Dec11rep3","Dec14rep3","Dec15rep3","Dec16rep3","Dec17rep3","Dec18rep3","Dec21rep3","Dec22rep3","Dec23rep3","Jan4rep3","Jan5rep3","Jan6rep3","Jan7rep3","Jan8rep3","Jan11rep3","Jan12rep3","Jan13rep3","Jan14rep3","Jan15rep3","Jan18rep3","Jan19rep3","Jan20rep3","Jan22rep3","Jan25rep3","Jan26rep3","Jan27rep3","Jan28rep3","Jan29rep3","Feb1rep3","Feb2rep3","Feb3rep3","Feb4rep3","Feb5rep3","Feb8rep3","Feb9rep3","Feb11rep3","Feb12rep3","Feb15rep3","Feb16rep3","Feb18rep3","Feb19rep3","Feb22rep3","Feb23rep3","Feb25rep3","Feb26rep3","Feb29rep3","Mar2rep3","Mar3rep3","Mar4rep3","Mar7rep3","Mar8rep3","Mar9rep3","Mar10rep3","Mar11rep3","Mar14rep3","Mar15rep3","Mar21rep3","Mar22rep3","Mar23rep3","Apr18rep3","Apr19rep3"
"OTU_510",2,0,0,0,0,0,0,2,0,0,1,0,1,1,1,3,2,3,1,0,3,1,3,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,1,0,0,1,1,0,0
"OTU_356",0,1,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,1,4,1,2,1,1,2,0,1,2,5,0,1,1,0,0,0
"OTU_15346",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,2,0,1,3,2,0,0,1,0,0,0,0,0,2,0,2,1,4,0,1,1,0,0,0,0,3,0,2,0,2,1,2,0,2,1,1,1,2,2,2,3,0,2,0,0,0,2,2,2,1,4,2,3,1,0,5,2,1,1,0,1,0,1,0,0
"OTU_361",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,1,0,0,1,0,4,1,6,2,2,3,0,2,2,3,2,0,3,1,0,0,1,0,1,2,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
"OTU_44",33,18,7,53,14,5,16,14,12,7,26,26,10,21,36,15,16,8,11,17,6,21,15,9,13,11,12,7,12,9,3,3,2,8,9,6,6,14,6,7,7,5,6,4,4,3,13,9,8,4,5,3,8,10,5,4,5,2,3,4,8,9,12,8,14,3,8,14,3,3,6,7,3,1,9,9,11,5,12,15,12,10,18,3,6,0,6,1,0
"OTU_11266",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,0,0
"OTU_404",0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,2,1,1,1,2,2,0,2,1,1,1,1,2,3,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_5107",3,0,0,0,4,1,0,7,2,2,2,1,1,1,2,1,1,3,8,2,3,4,2,6,9,3,4,2,2,3,3,1,0,2,5,2,3,0,1,2,0,2,7,4,5,2,5,4,3,2,2,3,0,1,2,3,6,2,2,0,2,4,2,0,3,4,1,1,2,1,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
"OTU_652",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,4,5
"OTU_14589",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"OTU_538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,2,1,0,0,1,3,1,0
"OTU_30",6,0,4,5,2,2,5,2,3,3,9,5,1,0,10,6,7,5,9,15,6,3,14,2,6,9,7,15,16,7,4,2,1,11,4,3,12,16,21,22,21,17,13,12,21,26,21,26,19,26,12,21,25,23,26,25,19,21,34,33,23,26,20,28,31,35,21,27,23,25,25,21,25,18,29,16,28,22,33,20,28,30,31,29,11,11,9,2,0
"OTU_171",0,0,0,0,0,0,1,0,0,0,5,11,9,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,20,25,26,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"OTU_29594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,2,1,1,1,0,1,0,1,0,0,0,1,0,2,1,1,0,1,3,0,1,0,0,0,2,1,1,1,0,3,1,1,1,0,0
"OTU_216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,3,0,0,0,0,3,0,3,1,4,4,5,8,5,2,4,2,5,4,7,1,2,8,7,6,3,5,4,8,5,3,4,7,0,1,2,2,3,2,2,2,1,0,3,1,0
"OTU_251",0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,2,2,0,1,0,0,0,3,1,1,0,2,2,2,3,1,2,1,0,3,0,5,5,1,4,4,3,2,4,2,3,2,2,0,2,1,1,0,2,2,1,1,2,1,0,2,4,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,3,0,0,0,1
"OTU_6586",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,2,1,0,3,0,5,2,1,3,2,2,4,2,1,2,2,2,1,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_238",1,1,0,0,0,3,0,0,2,2,5,2,0,0,1,0,1,1,1,0,0,1,1,0,2,2,5,4,7,4,2,0,1,0,3,1,1,3,1,6,1,5,2,3,9,1,0,2,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,0,0,1,0,0,0
"OTU_45",21,14,16,6,3,13,16,20,22,34,3,13,15,17,13,12,18,20,24,32,25,7,29,20,14,12,12,10,8,1,10,3,4,5,6,7,6,1,4,1,3,3,5,2,5,2,6,2,2,1,1,2,2,0,0,2,0,1,0,0,4,3,0,6,1,0,2,5,2,0,2,1,3,4,5,6,3,5,3,3,8,5,7,5,5,8,3,4,19
"OTU_508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,4,0,3,1,14,0,1,0,0,0,0
"OTU_273",0,0,1,2,0,0,0,0,0,0,2,5,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,2,0,3,0,0,0,0,9,2,0,1,2,2,2,0,0,0,0,0,1,1,0
"OTU_159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,8,53,51,1,12,4,0,0
"OTU_397",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,1,1,2,0,1,1,0,2,1,1,1,4,1,1,0,1,1,1,2,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,2,1,0,0,0,0
"OTU_7305",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,1,1,2,4,1,0,1,3,2,1,1,2,0,0,2,0,1,0,1,3,2,2,0,1,1,2,1,1,4,0,0
"OTU_550",1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,3,1,3,3,1,3,0,1,1,0,0
"OTU_62",2,1,5,0,4,13,23,4,29,37,2,6,11,14,23,21,22,25,22,26,34,6,15,13,10,6,3,3,6,1,2,6,2,3,3,5,2,4,9,2,3,4,3,1,0,5,0,2,0,1,1,1,0,1,1,1,1,2,0,1,5,0,1,0,2,1,2,1,1,3,0,0,2,3,3,2,1,1,1,1,2,2,1,1,1,2,3,1,4
"OTU_3065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,2,1,1,0,0,0,1,0,4,3,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,6,1,1,1,1,0,0,0,1,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_362",4,0,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,0,0,3,2,0,1,0,0,0,0,1,0,1,1,2,0,3,2,1,1,0,1,3,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,2,1,1,1,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1
"OTU_28959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,2,1,0,3,1,0,0
"OTU_388",0,0,0,3,0,0,0,0,0,0,3,9,12,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_264",1,0,3,1,0,3,1,0,0,1,0,2,1,0,1,0,0,1,3,0,1,0,3,1,5,1,2,3,1,1,0,3,5,0,1,0,2,0,0,0,3,1,5,0,1,1,1,0,0,0,3,1,0,1,2,0,2,1,1,0,1,1,6,3,0,3,1,0,2,1,1,2,1,3,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0
"OTU_18700",0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,0,2,1,2,0,1,0,1,2,0,0,0,0,0
"OTU_9016",1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,1,0,0,1,3,0,2,0,0
"OTU_347",0,1,0,0,1,1,1,1,1,2,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,2,0,2,0,1,1,0,0,1,2,0,2,3,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2
"OTU_559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,0,2,2,1,1,1,1,0,1,2,1,2,1,2,2,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0
"OTU_24595",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,3,2,2,1,2,1,0,2,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0
"OTU_16333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,2,2,1,1,1,0,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"OTU_266",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2,4,2,3,1,4,3,0,3,2,1,2,4,2,3,3,1,1,1,1,5,5,8,3,6,3,1,5,5,1,4,1,0,1,0,0,4,3
"OTU_20928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,3,0,0,2,0,0,0,1,1,0,0,0,1,1,2,1,0,0,5,0,1,0,0,0,1,4,2,1,0,0,0,0,0,0,0
"OTU_608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,3,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_296",4,5,0,5,1,0,1,1,0,2,3,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,2,2,1,4,1,6,2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,0,1,1,1,1,0
"OTU_6416",0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,1,3,0,0,0,1,0,1,1,1,0,0,2,1,1,0,5,0,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0
"OTU_7181",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,3,0,0,1,1,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,10,5,1,0,0,0,0
"OTU_31",1,5,1,3,3,4,2,1,1,3,1,4,4,2,8,6,9,4,5,8,8,12,9,7,15,15,2,6,3,17,8,5,12,3,4,8,9,6,20,14,14,8,13,17,10,17,25,17,20,18,20,20,25,16,16,14,25,17,27,35,20,29,45,42,19,31,46,48,49,36,32,42,36,37,26,39,11,12,15,7,10,9,3,5,4,7,6,3,5
"OTU_274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,51,0
"OTU_629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,3,1,2,0,0,3,2,0,4,0,0,0,0,0,0,0,1,1
"OTU_5607",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,2,0,2,1,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1,0,0,0,2,0,2,2,2,0,0,0,0,2,0,3,1,1,1,1,0,0,1,3,2,1,0,1,0,0,0
"OTU_276",1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,2,3,0,1,0,1,0,3,4,5,2,2,0,0,0,2,1,1,1,0,1,3,0,1,0,1,0,2,1,2,0,6,0,1,0,0,4,1,3,2,4,1,2,1,0,1,1,2,2,0,0,3,2,0,1,1,1,0,0,0,0,0
"OTU_597",0,0,6,0,0,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_79",0,0,0,1,0,0,0,2,1,0,0,2,0,0,6,9,2,4,6,8,4,0,3,4,11,1,5,1,8,1,0,2,0,1,6,11,3,18,14,23,10,16,16,11,19,9,16,7,14,13,11,11,8,12,13,12,11,8,16,20,10,8,11,10,10,9,8,9,0,4,5,2,4,8,6,8,10,4,3,13,9,5,5,6,5,3,6,0,0
"OTU_9270",0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,2,2,0,0,3,4,1,0,2,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
"OTU_17",31,8,22,18,32,30,31,30,34,43,29,16,19,29,10,7,15,19,18,22,32,32,39,31,55,52,59,45,50,42,45,15,8,18,25,33,34,18,23,9,14,16,32,19,16,16,22,20,19,15,20,14,11,15,19,14,16,15,21,20,27,20,22,18,24,26,18,25,19,19,17,14,26,20,21,13,20,14,13,16,16,25,21,25,17,11,26,1,2
"OTU_297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8
"OTU_8538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,2,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,3,1,1,0,1,5,0,3,2,1,0,1,1,0,0,0,0,1,0,0
"OTU_573",0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,1,1,0,0,2,1,0,1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"OTU_398",0,0,0,0,0,1,1,0,2,1,4,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,3,0,2,0,0,0,0,1,1,1,1,0,1,2,0,2,0,1,0,1,0,2,2,2,1,1,3,3,2,0,0,0,3,0,0,1,0,1,2,2,0,0,0,0,2,0,1,1,2,0,1,4,3,0,3,1,1,0,1,0,1,0,0
"OTU_527",0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"OTU_129",0,2,1,1,5,3,3,1,0,0,11,5,15,14,1,2,2,0,2,0,0,0,0,0,2,4,0,1,0,12,11,25,21,4,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,2,0,0,2,4,2,0,2,1,1,2,2,1,5,1,0,0,1,1,1,1,1,1,0,3,0,1,0,0
"OTU_161",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,1,0,6,3,2,1,2,3,4,1,3,1,0,0,0,2,1,4,6,7,11,3,1,7,4,4,3,7,5,4,6,4,6,3,4,3,3,8,3,2,6,6,4,0,8,1,2,2,0,2,0,1,0,0,2,3,1,0,0,2,0,2,1,2,0,2,1,0,0,0
"OTU_14960",0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,2,0,0,2,2,1,0,0,0,0,2,0,0,1,0,1,3,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,2,2,1,1,0,1,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,2,4,16,14
"OTU_3602",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,1,3,1,1,2,0,1
"OTU_10",9,8,21,44,19,22,5,26,13,9,29,20,18,16,5,8,9,10,9,41,11,23,34,42,36,60,81,83,62,83,80,25,28,61,62,68,60,35,43,18,6,5,38,20,26,10,25,23,37,40,24,18,26,21,35,38,48,50,68,64,45,66,76,59,59,79,65,66,65,46,36,34,72,29,40,24,48,41,41,42,48,40,45,54,43,43,39,3,2
"OTU_1121",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,3,1,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"OTU_150",0,0,0,0,0,1,4,1,0,0,2,0,0,2,14,0,7,3,4,4,1,5,8,5,5,2,4,7,5,4,0,1,4,0,2,4,3,9,1,6,2,0,5,3,2,7,3,9,1,2,5,5,7,3,4,1,2,2,3,1,2,2,1,3,0,0,2,2,3,2,3,0,4,0,1,1,3,0,1,0,0,1,0,3,0,1,0,0,0
"OTU_526",0,1,2,0,0,0,0,1,1,1,2,0,0,1,1,0,2,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1
"OTU_14664",1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
"OTU_183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,3,1,1,4,5,2,1,3,4,0,5,0,0,0,2,0,2,1,1,0,1,1,1,3,3,1,4,1,7,2,1,1,2,0,2,4,1,3,4,7,4,6,8,9,6,9,8,4,8,9,9,0,0
