"ID","N01C","N02C","N03C","N04C","N05C","N06C","N07C","N08C","N09C","N10C","N11C","N12C","N13C","N14C","N15C","N16C","N17C","N18C","N19C","N20C","N21C","N22C","N23C","N24C","N25C","N26C","N27C","N28C","N29C","N30C","N31C","N32C","N33C","N34C","N35C","N36C","N37C","N38C","N39C","N40C","N41C","N42C","N43C","N44C","N45C","N46C","N47C","N48C","N49C","N50C","N51C","N52C"
"5d8b0f05ed555f7a31b7b7c466451a1b",0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5daabdcbcce1ea181d2f82439d30bf9a",0,29,13,48,24,18,11,20,17,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,35,77,8,0,5,0
"5e4f066d478ac0da11eb2df27469b887",0,0,0,0,0,0,0,7,13,0,0,0,11,0,0,13,16,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"5e854de6511d8415c1b59dc3e637be71",16,17,6,9,11,7,11,7,0,0,0,5,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e881daab846993e2a1262bd76e598f2",10,0,17,20,11,0,0,6,7,18,33,52,79,68,252,552,707,1287,1377,1214,334,1093,917,741,539,455,399,321,250,203,206,170,115,91,81,70,12,28,32,26,16,0,0,4,4,6,0,11,7,128,340,479
"5f61980d8c260f7727c487b83d67999d",0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,7,5,0,0,3,0,6,7,6,0,0,7,0,12,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
"5f63d04f0aee24a3b4c1351f65b67962",23,16,17,22,0,14,0,0,0,0,9,0,0,0,10,22,14,19,0,4,2,23,30,0,22,37,48,43,30,45,66,33,36,36,18,23,4,34,10,0,4,0,1,0,0,0,0,0,0,0,0,0
"5f9981020f592f84640f67071b0b9462",15,16,9,14,11,16,19,28,41,63,80,110,178,92,150,104,83,65,32,52,21,59,54,87,55,65,57,42,42,51,27,38,46,45,44,39,10,21,25,23,44,22,38,19,11,3,3,13,7,25,21,35
"5fc093d5c2d5140900f2b4fe44a53231",0,0,0,0,0,0,0,0,0,0,0,8,10,10,24,24,31,17,33,33,0,26,26,24,25,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5fc1e073fedd30cd91ad825a50113009",0,0,0,0,0,0,0,0,8,37,30,13,35,0,14,7,0,12,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5fd994b4f3bfe1d40d8d49f4d86f06fd",0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,8,0,13,21,10,0,23,16,0,8,0,11,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"5fe8a79baa0e9601bc73ff3938dbf497",11,16,9,9,18,14,24,26,29,31,23,31,12,5,17,13,17,12,28,19,8,35,38,28,25,25,22,28,38,28,24,32,30,17,22,24,4,18,18,12,20,15,31,30,40,40,32,50,29,73,46,32
"60728f64db30840eb07a3ae27a91f2fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,142,4,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607d07e30eb75e118523da3881ae023c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,0,0,0,20
"60e0a383c89dde58def1f3f88786cf39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,30,31,96,63,27,73,46,52,50,19,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610c10d56cb670a0abb70d99c3cb4d3c",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612310767da6e2ac2821e6f537a88dde",13,18,11,0,4,0,0,0,5,4,0,0,0,1,6,5,0,0,0,0,0,6,3,35,31,99,141,229,184,114,37,27,13,13,10,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"61397c643874e610b985b8fa5e3fe5ae",0,0,0,0,0,0,0,0,0,0,15,0,7,0,10,0,16,13,22,18,0,17,14,14,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6177d4ecd2951952f6c601b4a4ea2b8f",10,13,24,11,12,0,0,8,8,13,28,21,0,0,13,26,33,38,14,11,6,15,0,0,0,0,11,38,15,4,8,7,4,4,4,0,3,10,2,0,0,0,0,0,0,0,0,0,0,14,0,0
"61a765e66454228de43469418e9bc249",0,3,0,0,0,0,5,8,6,7,26,11,5,4,3,0,7,10,15,14,0,14,13,11,29,14,22,19,35,28,33,43,45,46,58,32,10,24,20,6,0,7,6,8,0,10,9,9,11,15,22,33
"61e5adf954ac9ffcd64070d57a14a60c",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63b5a4197dc68f0671d0ee0b474f26ef",67,21,0,16,38,36,30,14,23,18,16,17,60,71,208,194,112,148,125,99,27,76,50,50,38,28,30,24,19,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6425a6d8c250e3f948bfe209e0962cce",91,79,55,24,16,14,9,11,7,10,6,7,17,0,8,9,8,9,10,21,2,12,9,12,8,14,13,11,6,11,10,5,10,2,9,0,2,9,2,6,0,5,4,12,0,0,0,0,3,0,0,0
"64432d4387a2a037ecd27ea68d85f36f",0,0,0,0,0,0,0,0,1,0,3,21,85,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644fbdc6af105fb1244e43e73e3b38db",0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646637ef5f179996a5e1037cc03a451a",0,8,0,6,9,7,5,7,3,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,11,0,0,0,0,15,0,20,30,0,0,14,0,0,0,0,0,0,0,0,0,8
"6472eb8b1e09f892aca2f23182962903",0,0,0,0,0,31,0,0,0,0,0,0,15,0,0,0,0,17,25,0,37,0,0,17,0,20,0,16,28,34,20,36,18,19,23,13,30,23,12,0,13,0,0,27,0,11,11,26,17,24,18,11
"648bd3c69b060d21eb61780cb273c5d2",9,12,18,8,0,6,39,27,12,8,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,8,8,0,0
"64fc44e3281dc752e559b7e6a5e1000a",0,0,14,9,13,8,17,23,16,8,4,0,0,0,1,2,0,9,21,41,26,36,0,0,0,0,0,0,0,0,0,17,26,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"652bed643d7af0df5f273ef6008fd983",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652dd2595cab25aa21ed482815ae1d1d",0,0,0,20,0,0,39,19,0,0,0,0,0,0,0,0,0,12,0,0,0,0,37,0,8,10,0,6,0,19,15,29,24,16,11,20,0,21,25,25,33,42,21,25,31,30,52,106,0,276,252,310
"65d4a29988b0465fa9ee8685ba0582db",10,17,9,13,5,4,0,8,10,24,14,18,15,9,20,0,0,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,96,39,0
"66950cf19482c3f3ee1b7971a304e6c4",52,47,50,42,43,43,42,44,31,37,36,20,22,24,21,35,30,22,38,58,5,38,30,30,43,32,37,33,31,33,13,19,11,19,13,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"6713561f4c86a1898716464c4d5f9454",19,22,12,15,12,9,17,7,0,10,7,10,8,0,7,8,14,0,11,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67c7353060aceb84171669dbabd692a9",0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6800ae5a20d2f4710218d9daa781123f",0,0,0,0,0,0,0,6,0,11,0,0,0,0,19,17,19,0,0,14,0,0,6,0,0,0,0,0,0,6,0,13,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,32
"680b0b119cef44925f27790155d7e879",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683a4c4e73c6d4d7324977e95fab24bc",6,9,11,9,7,6,9,10,0,0,8,6,13,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,1,0,10,9
"685cc7b894736d20acd4f502fd62ead3",11,4,6,6,12,13,21,37,29,31,38,77,43,25,72,76,110,64,127,94,17,82,74,73,84,41,47,24,12,12,5,9,6,6,3,0,0,7,4,0,11,4,0,0,0,5,9,3,16,28,48,38
"68f0e165583487baa2337b72700ffb8e",0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690c48464d506b0e07bf7bdf6ccc0758",0,0,0,0,35,41,0,0,0,0,37,14,0,12,0,23,0,0,0,0,22,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,520,0,38,17,10
"69179c4a6011d0c9d30036cf18626520",20,0,0,17,22,35,22,0,21,33,23,30,24,13,36,44,115,60,31,26,31,25,17,66,20,17,63,15,20,15,10,0,0,0,0,0,4,20,16,11,32,25,25,0,38,20,19,46,0,25,0,0
"69346761032b8631fd4776b05a1911dd",113,110,90,61,48,50,38,33,25,41,41,33,88,26,39,49,31,31,38,51,13,53,35,24,31,30,34,27,31,23,32,36,38,62,69,72,10,58,40,47,17,26,42,43,28,44,11,17,64,20,34,30
"693f236727f25c188fc6c82ac91e1e17",9,21,18,22,8,14,9,12,9,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69de4cea1cc03c8f302136a864e7f228",0,0,0,0,10,8,11,7,5,0,0,0,0,0,0,0,5,12,27,0,3,0,0,9,3,7,7,0,7,10,5,9,0,2,0,0,0,0,9,14,17,16,23,13,7,11,7,0,8,0,6,0
"69e7e4b4ceec4172f8b55e098cde8b22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,16,14,14,23,25,33,30,21,23,20,12,11
"6a20fcb5f377c1bc7d816436e01c4297",7,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,23,0,0,0,0,8,20,0,43,0,0,14,0,10,5,9,13,7,0,13,0,0,9
"6a262e6d4493c3254ef99e267db77a13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,132,227,619,833,98,398,38,21,20
"6a94beb079dd62f00dcc22342d0ff1eb",0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,13,0,0,0,23,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6abc517aa40e9e7b9c652902fe04bb1a",0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ac2dd15f48eede38b63b014d93711cb",43,44,37,16,11,12,15,23,21,14,0,3,10,6,26,40,25,58,39,59,21,113,50,49,59,80,87,110,58,53,104,62,54,24,20,21,5,17,7,6,0,0,0,0,0,0,0,0,0,0,0,0
"6adf93c457bcd41544637cbfe1a50090",32,40,50,92,62,46,63,39,48,37,35,42,27,23,33,43,0,0,36,42,16,39,55,46,83,62,133,158,278,141,101,54,30,24,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b3e24b063bdb105d3dc4c2260620413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,14,14,16,9,20,23,10,27,23,9,18,12,29,18,32,23,59,21,5,14,7,6,12,7,14,32,17,0,0,0,9,0,0,0
"6b51f69c3927f9a7a0ce90bf65587d54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,19,20,13,11,0,22,6,18,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b65490f4d0cb1aea99596a3acf92d43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,23,37,37,17,13,0,3,0,4,0,0,0,10,3,15,13,12,22,25,29,20,13,32,27,16,15,0,0,0
"6bab4b859ce41fd77752c5586d1edd9c",0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,17,23,20,14,12,2,42,39,12,5,0,0,0,9,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c95979efec70f9cfaf7fbb2210857c9",0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cf01384259a1701a13c6557498a24ec",10,16,18,35,20,6,16,13,5,11,3,5,0,7,18,0,1,2,0,0,0,5,10,11,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
"6cfebd6368e6d5350a19a8070b6cab5f",0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d11dfe7a611806cb6ae134efb72bd13",17,16,21,27,10,22,26,18,9,22,23,6,0,3,30,41,30,14,36,50,6,55,76,53,85,38,82,78,93,82,78,60,47,29,18,4,4,13,11,10,0,0,0,0,0,0,0,18,5,140,90,24
"6daf00db26f47f437ca8c836bb876bb7",4,5,0,9,0,0,4,7,1,2,3,2,0,2,0,8,5,6,7,14,4,9,14,0,8,10,10,4,2,8,3,5,2,3,0,0,0,5,0,0,0,0,0,0,0,2,2,4,0,17,16,11
"6e76c4f7057db381761bff26451cf194",0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,16,21,13,16,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"6e87f645ce9d2fd8cbf635f71dac93fb",53,56,35,17,20,4,10,4,6,10,10,30,157,31,61,36,23,16,11,9,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7026d7456a5b30633c39c577a98e65f5",70,68,46,37,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7047b70673f31e0116c06c7b30a80982",0,0,4,0,0,0,0,0,0,0,0,0,6,9,0,0,8,0,0,0,4,0,5,0,5,0,0,10,0,8,0,0,6,6,11,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0
"70b0e02e4845a8fbbe8f2ac43c2b2c7f",21,26,46,36,22,32,23,18,15,18,0,20,0,0,0,0,0,0,0,11,6,9,19,20,43,20,31,39,42,39,20,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70d99051592fff208a26c5b5654c9e56",0,14,17,14,0,7,10,8,9,12,12,7,30,26,35,31,37,25,30,28,13,34,39,33,12,14,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70ef6415647b97c8b756ecf53acb87b0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,10,7,18,21,15,21,19,8,0
"71ad86b213437d878e424e75d15f9ac3",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723ca46217aad10c42e7ba4ff2c76f8f",19,47,59,66,32,26,33,36,43,39,43,42,27,11,30,27,34,36,82,61,10,73,75,37,30,21,22,50,56,31,38,38,60,59,37,12,0,14,11,6,3,0,0,0,0,0,0,0,0,0,0,0
"72c48e98a8e7c6844f74ff9904b582b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72cad954709523c101e4f7273b020093",0,0,33,0,0,0,0,0,0,0,0,0,0,0,30,16,29,45,33,32,24,47,54,62,59,105,78,90,82,75,92,84,85,73,71,73,32,43,21,24,16,0,0,0,0,0,0,0,0,0,0,0
"7311eb1c24e6b824f722d125c3af3477",164,241,334,320,325,217,325,441,361,231,229,168,134,53,150,145,205,396,416,485,153,424,369,281,231,249,235,246,283,269,378,406,414,460,449,472,131,375,342,267,202,177,83,79,59,52,53,84,0,212,282,256
"73fafa9f3d7acfaa5a1917c47829906f",20,3,0,0,15,5,6,0,17,22,18,60,25,6,34,5,27,3,20,7,9,15,17,22,0,0,9,0,9,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,12
"747bbcae029f252d6d4020001c3d6029",0,0,0,50,33,61,0,0,0,98,17,25,0,0,0,0,0,36,17,23,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0
"74aaf8d2b16f98e2e47773401914a22c",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,27,53,47,60,23,38,53,21,31,37,19,29,13,18,11,33,0,15,23,22,30,22,42,21,12,37,28,0,22,0,0,0
"74e790ab49599155c48fedca1a92910d",22,28,12,0,0,0,0,0,0,0,11,20,16,17,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75ea2daf1a41ca52cecdd1e27b663173",0,0,0,0,0,0,10,0,0,11,0,10,40,41,27,13,0,12,0,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763e491c1b6fbaabf38af9d0970fe16e",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7646ca0ef79ae7e357c84c59adcf3cb5",18,25,37,18,13,9,8,2,0,6,10,7,5,5,15,29,40,92,105,87,36,99,44,7,22,51,60,65,60,51,63,19,18,11,13,20,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766658ba52477d8b6fb70933061568c5",2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,23,25,14,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767f3283ab767c0a7adbf5a18db0742a",388,288,252,285,146,269,477,454,482,792,678,932,1018,539,1058,868,623,359,432,466,112,478,449,412,380,378,465,485,416,537,507,544,508,501,379,360,141,474,497,438,225,195,161,118,87,45,0,0,77,28,111,226
"768df3ea504b48ae391c6a6e7d27cda6",9,13,15,20,19,26,43,65,93,67,79,57,94,29,61,61,66,100,66,74,20,57,56,61,57,92,78,75,52,43,44,77,61,53,46,26,3,18,13,20,14,18,21,35,40,31,56,65,44,96,129,94
"779038b988119f4686a0cfa9378e4e8d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,8,10,0,2,0,0,4,0,0,0,0,0,0,0,44,19,11,10,14,7,5
"78c20e329a7b47d11c13171c92a1aad2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,11,7,9,3,11,0,10,6,3,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,14,15
"791b2eb8d71b2bcbb0d62ab736345cdb",0,0,0,7,5,6,0,6,0,3,0,0,0,7,8,0,11,0,0,15,7,31,10,37,39,42,50,70,83,70,58,84,72,73,101,103,19,82,59,45,28,59,82,90,51,84,41,45,89,27,33,17
"792262c813250fd468e0aa876f0f9a83",0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7922cd5f12af96b10eecf7c1f89110c0",5,0,0,0,13,7,12,0,0,8,13,0,0,0,0,0,0,15,0,12,5,9,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0
"79764b291f3073db40e888f95af55360",0,0,0,0,0,0,0,0,0,0,0,0,0,11,49,58,55,22,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79dd8858e8f7f68455b807ef496bbc24",19,0,0,0,41,0,13,0,29,17,0,42,66,10,65,31,82,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,10,0
"79fd3eb816ee93ff1a33dec9206d593e",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a3120b453e96caf1a1e47ea48aa5f72",0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a92c6b919b29226c967c9cb5c6dbf92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,53,34,0,0,0,40,35,43,53,20,36,30,0,18,0,16,0,0,31,0,0,0,21,0,0,0,46,46,0,44,64,77,57,124,62,40
"7af6ae689696e9ea838fbb88ee9afb78",155,155,135,182,190,172,184,139,189,183,151,187,302,97,204,225,296,230,169,188,102,212,147,245,176,183,209,176,182,193,155,238,179,223,205,199,53,180,182,175,221,334,397,459,409,438,402,509,422,271,340,285
"7c84bfe8ce732a0dfe2b44dac503a3a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,36,12,3,5,0,2,23,16,13,7,0,0,0,0,0,0,0,0,0,0,0
"7cb9a8aa20bd487521ddacd6a09306c4",12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,5,0,6,0,0,0,14,15,0,15,11,18,33,0,4,0,0,0,11,0,7,20,4,15,13,12,15,26,18,0
"7d2c0bf77d1048b740a0eb47b3f80c23",0,0,0,0,0,0,0,0,0,16,0,0,22,0,20,22,41,27,30,61,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d58a3e2d13efc86aefae800ddba21e6",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7dbf8044196ea8cc894577991fee5afb",25,18,17,12,5,5,6,18,9,8,13,12,12,159,15,16,19,26,30,42,101,51,52,35,41,66,47,46,27,30,21,32,23,27,28,43,115,38,29,35,21,13,22,21,12,8,10,6,8,4,0,0
"7de4fd1ad92268f387620d1ea75ee92f",11,5,14,17,12,17,12,2,1,0,0,0,0,0,0,0,0,0,0,0,13,12,0,9,14,7,10,4,5,7,4,4,14,7,14,5,8,9,13,7,0,0,0,4,10,15,17,19,17,29,31,21
"7df0e500dfd8e2e7279dbf317b98d0f0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,69,29,8,8,5,0,0,0,2,0,0,0,0,0,0,0,0,0
"7e171bbf8497f6f700510d47d0bce5f0",108,111,90,101,54,65,83,101,107,147,198,235,282,61,97,77,80,67,51,62,28,85,132,140,112,115,113,125,89,72,49,89,85,74,84,107,31,87,42,51,19,12,11,7,8,12,4,9,6,9,10,15
"7e3527b504b1f4b821b444bab5a47e25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e466860e2d2c812de724fa828c91ff3",0,12,16,9,24,29,9,0,12,15,0,14,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"7ead17a076e7b7b419bf50abe7eee3f4",3,0,6,0,6,6,0,0,0,10,8,9,0,5,5,0,11,7,7,9,23,8,7,5,7,0,1,0,0,0,0,7,5,0,4,0,5,0,8,0,4,4,5,4,0,12,6,15,13,14,16,0
"7ef548c2922866b1611d447f711d6858",0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f2ef7c5d8a0becb1eb12a937b42357c",26,182,60,40,16,40,78,27,9,70,108,59,66,34,9,18,4,15,15,0,0,0,6,7,20,48,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f364ea6e336bd86002c0d0d09ecb22c",0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,12,18,15,16,17,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
