"ID","ZOZOW1T_feces_320","ZOZOW1T_feces_321","ZOZOW1T_feces_322","ZOZOW1T_feces_323","ZOZOW1T_feces_324","ZOZOW1T_feces_325","ZOZOW1T_feces_326","ZOZOW1T_feces_327","ZOZOW1T_feces_328","ZOZOW1T_feces_329","ZOZOW1T_feces_330","ZOZOW1T_feces_331","ZOZOW1T_feces_332","ZOZOW1T_feces_333","ZOZOW1T_feces_334","ZOZOW1T_feces_336","ZOZOW1T_feces_339","ZOZOW1T_feces_340","ZOZOW1T_feces_342","ZOZOW1T_feces_343","ZOZOW1T_feces_344","ZOZOW1T_feces_345","ZOZOW1T_feces_346","ZOZOW1T_feces_347","ZOZOW1T_feces_348","ZOZOW1T_feces_349","ZOZOW1T_feces_350","ZOZOW1T_feces_351","ZOZOW1T_feces_352","ZOZOW1T_feces_353","ZOZOW1T_feces_354","ZOZOW1T_feces_355","ZOZOW1T_feces_356","ZOZOW1T_feces_358","ZOZOW1T_feces_359","ZOZOW1T_feces_360","ZOZOW1T_feces_362","ZOZOW1T_feces_363","ZOZOW1T_feces_365","ZOZOW1T_feces_367","ZOZOW1T_feces_368","ZOZOW1T_feces_369","ZOZOW1T_feces_370","ZOZOW1T_feces_371","ZOZOW1T_feces_372","ZOZOW1T_feces_373","ZOZOW1T_feces_374","ZOZOW1T_feces_375","ZOZOW1T_feces_376","ZOZOW1T_feces_377","ZOZOW1T_feces_378","ZOZOW1T_feces_379","ZOZOW1T_feces_380"
"OTU_16470",4,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,3,0,3,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,3,1,0,9,0,0,2,1,1,1,1,1,1,0,1,0,2
"OTU_18566",1,1,3,3,3,3,1,0,0,3,0,1,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,3,0,0,6,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1674",8,1,2,2,0,4,1,3,2,3,1,1,0,3,0,1,1,1,8,0,1,1,0,0,3,3,2,1,0,0,1,1,0,3,4,0,2,0,0,2,1,1,0,1,1,1,1,4,1,2,2,1,3
"OTU_11235",2,0,0,1,3,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,3,1,0,2,1,0,1,3,9,1,6,3,9,1,11,2,2,0,2,1,0,0,0,4,2,4,0,1,0,1
"OTU_18272",1,0,0,0,0,3,2,3,2,0,1,3,0,0,1,8,4,0,0,1,1,5,3,14,7,0,1,7,0,0,0,0,1,2,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_11570",7,2,1,1,6,2,0,3,0,2,7,2,2,0,0,0,4,2,0,1,0,0,8,3,2,0,1,0,0,1,0,1,0,1,2,0,0,1,1,4,0,2,0,0,0,0,1,0,1,2,2,0,0
"OTU_1670",0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,2,0,1,1,0,1,0,0,0,0,1,2,2,3,3,1,0,0,1,0,0,0,2,1,4,0,0,1,2,0,1,3,0,0,1,1,2,1
"OTU_2113",2,0,1,0,2,2,1,2,2,3,2,1,1,1,0,0,0,0,0,1,0,0,2,0,0,3,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,2,0,0,2,3,1,4,0,0,0,2
"OTU_735",3,6,3,6,2,2,2,2,3,16,3,4,2,1,11,6,1,1,0,0,2,1,6,7,1,15,15,8,0,0,9,8,4,85,1,20,10,19,2,6,6,3,19,18,8,11,22,12,17,5,9,4,20
"OTU_161",0,7,0,8,1,13,29,32,3,0,28,4,6,1,1,7,0,0,0,0,17,8,7,4,7,27,10,3,16,15,1,0,2,49,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,3,0,0
"OTU_7760",4,2,1,2,0,3,1,1,1,0,1,0,2,1,1,4,4,3,22,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_19763",9,1,1,1,0,0,0,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,5,0,5,1,3,2,4,2,6,3,2,3,2,5,4,4,4,0,0,2,0,0,3,5,2,0,2,3,2
"OTU_13178",2,5,0,3,5,0,2,0,2,2,4,0,0,1,0,0,3,1,0,1,2,0,3,0,1,1,0,1,0,0,1,2,1,1,2,0,2,3,0,0,3,4,0,0,0,0,0,2,1,1,1,1,0
"OTU_449",1,6,3,3,3,6,3,1,4,2,5,3,3,5,10,8,4,0,0,0,4,8,19,15,6,6,6,2,0,3,3,0,6,0,1,5,0,0,6,4,0,6,4,4,12,5,2,0,0,6,0,2,2
"OTU_7569",0,9,1,5,5,1,4,5,0,3,3,3,12,1,0,3,7,8,0,8,5,7,4,4,6,5,3,8,7,7,12,3,1,5,0,5,4,0,3,5,3,2,0,1,4,2,1,3,0,1,2,5,3
"OTU_1756",0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,1,0,1,2,2,0,9,0,1,1,3,1,3,3,2,2,0,1,0,0,0,5,0,6,0,2,2,3,1,0,2,1,0
"OTU_591",20,1,7,0,0,1,0,1,1,0,1,1,2,1,0,2,9,0,4,4,2,7,1,1,1,1,1,1,0,0,0,1,0,0,7,2,3,4,2,12,3,0,12,14,5,4,9,6,4,2,1,3,5
"OTU_796",2,1,0,2,1,1,0,1,0,1,2,0,2,0,0,1,0,0,0,2,0,1,0,0,1,1,0,2,1,0,0,2,0,2,2,1,0,0,0,3,3,0,4,2,3,6,3,7,6,1,0,3,1
"OTU_10047",0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,6,4,2,6,2,0,0,0,1,2,1,3,0,12,2,4,4,8,10,2,2,4,5,2,3,5,4,0,4,1
"OTU_18963",0,0,0,1,1,2,0,0,0,1,0,1,0,2,0,0,1,1,1,0,1,0,0,0,0,1,3,0,1,0,0,4,1,4,1,2,1,1,1,1,2,1,0,3,0,2,3,2,2,1,0,3,3
"OTU_6136",0,1,0,3,1,4,3,2,0,3,4,3,2,2,1,0,4,2,0,5,0,2,4,1,0,2,3,0,1,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"OTU_16957",0,5,4,2,2,1,0,1,3,1,8,1,1,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,4,0,2,4,2,16,2,0,3,0,0,0,2,1,2,1,0,2,0,1,1,0,2,1,0
"OTU_768",0,2,0,2,5,0,0,0,0,0,1,2,2,1,0,3,9,13,13,3,3,0,0,2,1,3,11,2,3,1,5,3,0,2,0,0,0,0,0,0,0,2,6,1,1,4,3,0,4,4,1,2,5
"OTU_18541",1,0,1,2,0,0,2,0,1,1,1,8,4,3,0,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4907",2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,1,4,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0,1,2,1,4,1,1,0,1
"OTU_2773",6,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,2,6,0,2,2,2,1,0,0,2,2,1,6,3,1,3,0,2,2,4,0,0,1,3,5,8,0,0,6,0,7
"OTU_9812",1,2,2,5,4,2,3,2,0,7,4,0,4,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,4,0,1,0,0,3,0,0,0,0,4,0,3,2,2,0,0,0,0,0,0,0,0,0
"OTU_13758",4,0,2,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,2,2,2,1,1,0,2,0,2,0,1,2,0,3,1,0,0,0,1,1,3,1,0,0,0,1,1
"OTU_334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,16,4,13,82,8,19,13,30,18,26,87,183,102,32,24,34,56
"OTU_1112",9,1,0,0,0,1,0,0,0,0,1,1,0,7,2,0,2,0,1,0,2,1,1,0,2,1,2,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
"OTU_1109",5,2,0,0,1,1,2,0,1,0,5,1,0,1,0,1,0,0,5,2,3,1,6,13,13,20,39,5,12,19,16,24,8,4,1,4,19,8,8,7,26,3,6,1,6,3,4,2,2,4,1,6,8
"OTU_18050",0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,11,4,5,1,0,0,2,0,1,0,1,1,2,1,0,0,1,14,0,2,0,3,0,1,0,0,1,0,0,2,1,6,3,0,0,0,0
"OTU_4730",0,3,2,1,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,3,0,5,1,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,1,0,0,0
"OTU_1592",0,10,5,1,6,1,2,4,9,12,4,16,7,0,2,3,2,1,0,0,0,2,5,10,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1129",1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,0,0,0,0,0,2,1,0,5,4,1,3,4,0,0,1,1,1,1,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1
"OTU_16739",6,0,2,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,1,0,0,1,0,1,1,0,0,2
"OTU_18610",0,0,1,4,1,1,1,4,1,0,0,0,8,0,0,8,3,0,0,5,11,7,1,0,2,3,0,1,3,6,2,1,2,0,3,4,6,8,13,9,7,2,4,8,5,7,1,0,0,3,2,5,4
"OTU_432",10,40,22,45,15,20,44,24,63,40,36,27,42,10,11,13,7,9,0,8,9,10,4,4,14,8,4,17,11,9,5,16,90,0,2,7,8,9,13,3,2,0,3,3,31,3,4,9,0,5,6,12,7
"OTU_17918",3,1,1,0,1,0,2,0,4,3,1,4,0,0,0,1,4,0,0,0,0,2,1,0,0,0,2,0,1,1,1,0,1,0,0,2,0,0,2,0,1,1,0,1,0,0,0,1,0,0,3,0,0
"OTU_20049",1,0,1,1,1,4,0,1,0,1,1,2,3,6,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,2,0,1,2,0,0,0,2,1,0,1,0,0,0
"OTU_7909",4,1,2,2,5,5,3,0,4,3,3,7,4,4,0,0,0,2,0,0,0,1,4,0,1,0,0,3,1,2,0,0,0,0,3,1,0,0,0,2,4,9,1,0,0,1,2,2,1,0,3,0,0
"OTU_203",12,7,3,0,8,0,2,0,1,4,1,1,2,0,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,3,1,1,4,0,2,1,1,2,0,1,0,0,1,1,4,1,0,1,1,2
"OTU_10917",0,1,0,1,3,0,0,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,1,1,1,1,1,1,0,0,3,0,1,8,0,1,2,0,0,2,0,0,0,0,0,2,4,2,4,0,0,0,0
"OTU_76",0,10,12,13,25,17,32,41,31,10,23,48,7,8,22,40,0,2,0,11,27,14,36,28,97,21,2,9,32,16,6,11,6,5,6,0,23,6,20,23,14,41,6,5,16,12,28,9,13,41,11,20,52
"OTU_6226",2,1,5,2,6,1,1,2,3,5,4,1,2,2,0,1,2,1,1,1,2,1,2,0,1,0,0,1,1,2,0,2,1,25,4,0,5,1,1,1,2,0,5,1,1,0,0,0,0,1,0,1,2
"OTU_686",0,4,4,0,3,7,4,6,4,0,1,3,4,3,1,5,3,21,22,4,0,0,0,4,6,5,4,4,0,0,0,1,6,12,23,33,3,8,13,23,15,21,37,30,7,38,29,43,0,31,42,7,28
"OTU_1021",14,6,3,4,2,1,2,1,1,0,1,1,2,0,4,2,6,7,16,6,0,3,1,1,0,0,0,1,0,0,0,1,0,0,7,3,1,2,2,2,1,1,3,6,2,2,3,8,11,1,3,1,6
"OTU_4246",0,1,0,5,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,2,1,1,0,0,1,0,0,0,2,3,1,3,1,0,3,0,1,0,0,2,1,0,0
"OTU_998",0,0,1,5,0,0,2,0,0,1,0,1,1,1,1,2,0,2,0,5,0,3,3,13,3,4,1,1,2,0,6,12,2,0,3,0,15,13,4,2,4,2,0,1,0,5,0,1,0,9,4,2,1
"OTU_1531",1,1,0,4,16,0,0,0,2,13,4,0,9,0,4,1,0,0,0,0,0,0,5,0,1,3,6,0,22,11,18,10,5,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3577",0,0,0,0,0,1,0,0,1,1,0,0,0,2,4,2,3,7,0,4,1,1,1,1,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3382",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,5,2,1,1,0,1,1,0,2,4,0,4,1,0,1,1,0,0,4,0,0,1,5
"OTU_2239",13,1,2,3,2,0,2,2,1,1,0,1,1,0,4,0,1,0,2,0,1,0,1,1,1,1,0,0,2,0,0,5,0,0,1,5,2,0,0,1,1,1,1,3,0,1,0,5,6,1,3,3,1
"OTU_3444",0,2,1,2,4,0,2,3,7,1,0,4,2,2,3,0,1,0,0,1,0,2,0,0,1,2,1,3,0,0,1,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
"OTU_934",3,0,0,3,8,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,3,0,0,14,5,15,10,3,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_719",0,2,1,1,0,0,0,2,1,2,0,3,0,0,0,0,2,2,0,1,2,1,0,3,1,0,3,2,0,0,3,1,0,1,0,1,0,2,0,2,1,4,3,1,3,2,3,11,5,3,1,1,0
"OTU_2383",1,0,0,2,0,0,2,2,4,1,1,3,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,2,2,1,0,4,1,0,0,0,8,2,1,1,6,0,3,0,4,1,3,3,1,1,0,0,1
"OTU_607",0,0,0,0,0,1,0,2,1,1,0,1,2,3,19,0,11,7,0,1,3,0,0,4,2,0,3,0,0,0,3,8,17,34,8,208,3,12,3,8,20,0,5,40,2,2,12,10,14,0,48,1,0
"OTU_13295",3,5,4,0,1,1,4,4,0,1,0,5,7,2,0,1,0,0,1,0,0,0,0,0,0,1,2,1,2,2,1,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0
"OTU_2336",0,3,1,6,2,2,2,2,0,0,2,3,2,0,0,1,0,0,1,0,1,1,1,0,1,3,2,1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,1,2,1,0,0,0,0,0,0
"OTU_18512",3,1,0,5,0,0,4,6,3,0,2,1,2,0,3,1,2,1,1,0,0,0,2,0,0,5,2,1,2,0,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0
"OTU_346",1,0,7,0,1,3,3,7,4,10,2,1,0,10,2,8,15,7,0,5,2,3,8,11,19,0,14,6,0,0,0,15,3,9,16,53,2,4,7,3,11,4,2,18,6,0,14,11,10,9,97,1,0
"OTU_11879",0,1,1,1,0,2,3,3,1,1,1,3,3,9,0,2,2,2,0,9,1,3,0,0,0,1,1,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,1,0,0,0,2,1,0
"OTU_185",109,12,32,7,12,17,6,12,4,9,6,4,10,33,8,15,21,14,20,11,10,12,12,40,14,73,107,37,0,0,0,3,0,49,47,0,1,0,11,9,12,22,21,24,9,30,14,19,27,16,24,10,33
"OTU_4154",12,0,4,0,0,1,2,0,0,0,0,0,3,1,1,9,1,4,38,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9695",11,5,0,0,3,2,1,5,5,5,6,2,3,3,0,1,0,0,1,1,2,2,11,5,3,1,1,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"OTU_650",8,18,38,6,1,4,4,16,8,9,8,2,6,7,1,19,5,3,2,10,16,11,4,3,8,9,0,4,6,7,12,13,6,0,3,3,15,5,24,4,20,2,4,5,3,0,1,2,0,3,1,6,1
"OTU_703",7,8,8,10,6,7,9,4,7,4,11,16,20,7,0,1,1,2,1,6,2,4,4,1,3,1,16,7,0,0,3,2,3,1,1,2,0,0,0,3,0,1,0,2,0,0,1,2,0,1,0,2,0
"OTU_2545",0,0,3,3,1,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,1,1,3,1,0,0,2,0,1,0,7,2,2,3,0,1,0,2,1,8,4,0,1,3,3,0,1,1,3,0,0,1,1
"OTU_791",2,17,6,6,0,7,5,10,1,5,1,7,7,7,5,1,2,32,1,9,16,6,4,6,9,9,1,14,28,19,32,5,1,15,0,9,13,2,11,22,7,6,8,12,19,5,19,9,7,4,10,5,19
"OTU_15961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,1,0,5,3,1,2,2,0,1,4,3,5,2,1,2,0
"OTU_2136",1,2,3,5,5,5,3,0,4,2,5,4,6,0,0,6,7,1,0,0,4,2,0,0,3,0,1,4,0,0,0,0,2,0,0,0,1,0,2,1,4,1,1,5,1,0,0,1,0,0,0,0,0
"OTU_11704",0,0,0,1,0,1,0,2,4,0,2,1,2,0,0,0,0,1,1,0,0,2,3,3,3,3,0,3,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
"OTU_18588",0,6,0,3,0,0,1,2,1,0,1,1,4,0,0,0,0,1,0,3,2,2,0,0,0,2,1,9,7,9,1,1,4,0,4,3,6,2,6,1,2,1,0,3,6,2,1,5,0,4,1,4,3
"OTU_462",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,4,8,22,5,14,6,8,26,2,7,12,7,24,10,15,2,12,21,6,7,8,17,4,4,0,9,2,21,14
"OTU_108",5,2,3,1,1,4,4,4,0,3,5,2,2,1,7,7,4,4,1,2,7,10,13,37,12,18,14,10,3,1,9,15,8,8,6,48,12,9,2,12,7,13,15,15,19,26,28,8,7,10,8,3,9
"OTU_965",11,1,4,0,0,4,1,1,0,0,2,3,1,7,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,3,3,2,1,1,1,0,3,1,2,2,0,2,0,5,0,2,0,0,1,1,2
"OTU_4781",0,2,3,0,0,1,1,5,0,0,0,1,1,0,1,1,4,0,0,6,2,13,0,0,0,4,2,3,18,14,16,6,14,0,3,3,10,8,22,10,8,0,6,9,17,5,6,0,3,5,4,7,12
"OTU_1421",0,1,1,0,10,6,0,6,1,1,0,0,3,1,9,2,3,5,0,1,2,2,1,4,1,2,3,5,4,3,6,3,7,3,1,3,4,4,2,4,2,3,1,1,7,3,6,6,8,2,0,0,0
"OTU_2859",2,0,3,1,0,0,3,1,0,0,0,0,1,3,0,3,4,3,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_264",1,9,5,22,3,4,5,2,2,7,6,6,7,22,11,2,5,23,0,11,11,4,12,27,23,25,40,24,0,0,86,56,33,26,64,58,25,26,19,18,24,63,21,28,49,32,33,21,14,31,58,28,0
"OTU_19974",3,5,4,3,3,1,0,1,0,1,0,1,0,0,1,3,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,0,0,4,3,0,0,0,3,1,0,0,0,0,0,0,0,0
"OTU_8667",0,0,1,1,0,1,1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,3,0,0,0,2,0,0,0,4,0,2,1,0,0,0,2,4
"OTU_15084",0,5,8,0,8,2,1,3,5,2,2,1,1,0,0,4,18,2,0,8,9,23,2,0,5,8,0,10,7,37,0,4,1,0,8,2,15,10,11,15,11,8,6,11,6,11,8,3,3,3,15,0,3
"OTU_996",2,1,0,0,2,1,0,1,0,2,0,3,3,8,7,2,0,0,0,0,0,0,0,3,6,5,4,3,11,6,7,29,7,4,4,8,12,9,6,13,7,3,4,17,7,11,8,19,10,5,11,1,12
"OTU_7505",1,8,2,9,6,2,8,7,2,4,0,6,9,3,2,4,1,1,0,6,1,0,0,1,1,1,1,3,4,3,4,5,4,0,0,5,0,1,4,3,0,0,0,2,4,0,1,0,1,1,2,1,2
"OTU_6269",0,3,4,0,1,0,2,3,3,2,3,0,7,0,2,1,5,0,0,0,1,12,1,0,1,7,2,8,12,13,6,3,1,0,1,6,8,2,12,3,3,0,3,4,3,0,0,3,1,0,0,3,0
"OTU_18405",0,1,2,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,8,0,1,0,0,2,1,0,4,0,1,1,0,1,1,3,1,1,1,3,1,2,3,1,0,2,1,2,0,3,2,0,1,0,0
"OTU_1415",0,2,0,0,0,0,1,0,4,5,5,0,1,0,0,0,0,1,0,0,2,0,6,5,8,0,1,5,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"OTU_2148",3,1,1,0,1,1,0,1,0,0,0,0,0,2,2,3,4,0,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,1,36,5,0,2,2,2,1,15,7,3,0,5,3,6,1,0,2,0,4
"OTU_9866",6,3,5,1,4,6,1,3,3,4,0,11,2,6,0,0,0,1,0,2,0,1,0,0,1,1,4,3,0,2,0,2,1,0,0,0,0,1,0,1,0,3,1,1,1,3,1,1,0,0,1,0,4
"OTU_115",22,9,0,0,3,93,134,74,45,90,49,37,8,175,218,10,133,43,0,33,45,2,34,31,9,2,9,9,0,0,0,0,141,38,115,257,12,58,19,1,277,16,11,172,7,1,96,14,127,0,72,0,0
"OTU_16557",0,3,1,0,1,2,0,0,0,5,2,1,3,0,1,0,1,0,0,0,0,2,3,4,1,1,1,2,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
"OTU_16",6,33,12,49,13,56,99,97,11,12,16,43,27,7,24,49,61,40,3,77,30,65,162,51,34,127,59,36,118,120,110,42,125,7,37,17,14,62,31,21,65,19,58,62,108,70,87,15,19,43,11,38,71
"OTU_2009",2,0,1,0,2,1,1,0,0,1,0,0,4,9,0,0,1,0,6,0,0,0,1,3,3,4,10,3,0,0,0,3,1,5,9,7,1,0,2,1,3,3,3,1,1,0,1,4,5,0,4,0,4
"OTU_2070",3,2,2,3,2,3,4,3,2,3,0,3,3,0,7,9,1,0,1,1,0,10,1,0,6,0,2,0,3,2,0,1,2,0,0,1,0,1,1,0,3,0,1,0,2,0,0,0,0,1,2,1,1
"OTU_466",1,2,2,2,1,2,2,1,0,3,0,2,0,3,1,1,2,1,1,1,2,1,1,1,0,0,0,1,1,0,0,6,1,0,3,0,2,0,1,2,5,3,2,1,2,2,1,2,2,0,3,3,2
"OTU_748",12,1,5,3,0,2,1,7,0,2,1,0,0,1,1,0,2,2,4,2,1,1,5,2,0,1,2,2,1,1,0,3,3,1,2,4,5,1,3,2,0,3,3,1,0,1,5,5,6,3,6,1,2
"OTU_2019",2,18,6,7,2,6,7,12,3,6,6,12,8,0,2,11,4,4,1,3,1,4,10,3,4,9,1,19,8,16,14,4,2,5,0,2,3,0,4,9,9,3,0,1,5,1,2,2,1,1,1,3,3
"OTU_3242",0,2,2,5,0,0,3,1,4,1,1,1,6,2,1,0,1,0,0,1,0,3,1,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,2,0
"OTU_364",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,2,0,0,0,18,6,21,0,37,3,3,2,4,0,0,0,0,0,1,0,1,3,0,2,0,3
"OTU_226",24,29,27,40,35,28,21,14,26,36,37,56,36,150,49,13,4,13,5,38,15,13,24,37,17,13,22,16,17,17,31,14,15,1,38,18,22,28,16,19,46,77,17,26,19,36,41,23,29,40,29,19,10
"OTU_1684",3,8,3,21,13,16,8,5,8,11,15,3,33,7,6,7,15,4,1,13,12,7,1,3,8,6,4,9,3,3,1,2,5,0,4,3,2,3,1,0,12,5,9,3,2,2,1,1,2,2,3,2,4
"OTU_195",12,8,1,23,6,2,9,15,5,13,5,5,4,0,12,16,6,1,0,7,5,10,12,10,5,8,8,13,5,16,18,3,5,2,1,19,2,1,7,4,11,2,19,22,7,6,3,7,21,10,11,17,6
"OTU_12497",3,7,1,2,1,4,5,4,5,5,1,2,2,2,1,1,1,1,0,1,0,1,1,1,3,0,0,1,1,1,0,0,6,0,0,0,1,2,2,1,0,0,0,2,0,1,1,1,2,0,0,0,2
"OTU_5556",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,1,2,2,6,1,1,2,0,0,0,1,0,0,1,0,1,0,5,5,0,4,1,0,1,0,0,1
"OTU_771",2,0,1,0,2,0,2,1,1,1,2,0,0,1,0,10,85,89,2,8,0,0,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_480",18,4,6,4,6,4,3,5,13,2,5,5,12,5,11,13,11,2,18,12,1,7,8,0,4,6,5,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13918",0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,3,3,3,0,0,0,1,0,3,5,4,4,0,1,0,0,0,6,0,8,8,2,0,0,4,1,1,2,1,1,1,4,2,3
"OTU_15700",0,0,0,0,2,2,2,2,2,4,1,2,7,2,1,2,0,0,0,1,1,1,0,6,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0
"OTU_1431",1,8,1,7,7,7,2,5,3,2,6,4,0,0,1,0,2,3,0,1,5,4,1,1,2,12,10,4,11,4,10,5,2,4,0,0,1,2,2,0,3,13,12,0,14,12,9,8,10,3,0,7,10
"OTU_368",0,3,2,0,2,13,2,10,1,2,5,6,1,5,0,6,9,28,27,4,1,3,1,16,12,3,8,5,1,0,3,2,10,37,21,63,8,23,23,45,18,20,45,55,9,24,29,44,4,30,35,6,28
"OTU_8836",0,0,1,2,2,0,0,2,4,0,1,0,1,0,2,2,3,0,0,1,3,11,1,0,2,5,0,4,11,11,7,1,2,0,2,5,12,3,19,1,6,1,2,3,11,4,3,6,3,1,5,7,5
"OTU_19923",1,0,1,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,4,0,8,6,0,0,1,1,5,2,5,0,2,4,1,0,0,2,2,0,1,1,0,1,2
"OTU_9920",1,4,5,4,2,8,1,1,2,3,2,4,5,0,0,0,1,1,2,2,0,2,1,1,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
"OTU_410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,5,0,8,11,11,34,17,10,41,53,33,42,22,10,13,31,3,6,17
