"ID","DonorA_Stool123","DonorA_Stool125","DonorA_Stool126","DonorA_Stool127","DonorA_Stool128","DonorA_Stool129","DonorA_Stool134","DonorA_Stool135","DonorA_Stool136","DonorA_Stool138","DonorA_Stool139","DonorA_Stool140","DonorA_Stool141","DonorA_Stool142","DonorA_Stool143","DonorA_Stool144","DonorA_Stool146","DonorA_Stool147","DonorA_Stool149","DonorA_Stool150","DonorA_Stool151","DonorA_Stool152","DonorA_Stool153","DonorA_Stool154","DonorA_Stool155","DonorA_Stool156","DonorA_Stool158","DonorA_Stool159","DonorA_Stool160","DonorA_Stool161","DonorA_Stool162","DonorA_Stool163","DonorA_Stool164","DonorA_Stool165","DonorA_Stool166","DonorA_Stool167","DonorA_Stool168","DonorA_Stool169","DonorA_Stool170","DonorA_Stool171","DonorA_Stool172","DonorA_Stool173","DonorA_Stool174","DonorA_Stool175","DonorA_Stool176","DonorA_Stool177","DonorA_Stool178","DonorA_Stool179","DonorA_Stool180","DonorA_Stool181","DonorA_Stool182","DonorA_Stool183","DonorA_Stool184","DonorA_Stool185","DonorA_Stool186","DonorA_Stool187","DonorA_Stool284","DonorA_Stool285","DonorA_Stool286","DonorA_Stool287"
"OTU_2665",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1218",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1371",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1300",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_301",2,3,3,1,6,2,4,6,2,1,2,1,2,5,2,1,2,6,4,0,1,0,1,0,6,7,2,5,4,4,2,6,0,1,3,2,5,0,2,2,1,3,0,1,0,1,1,1,3,1,0,2,1,1,0,2,0,1,0,4
"OTU_284",3,1,1,2,0,5,0,2,1,1,5,7,5,5,7,3,6,7,2,0,0,2,3,6,1,0,1,1,1,1,2,1,2,1,1,2,2,2,4,2,0,0,0,3,7,3,1,2,4,2,5,3,5,5,4,3,4,4,6,8
"OTU_1478",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_282",16,18,14,7,8,10,11,18,10,17,9,24,11,14,16,19,30,17,11,7,9,20,19,14,18,8,19,10,21,14,15,10,12,8,11,16,16,8,16,13,9,3,4,20,6,27,21,17,10,15,30,17,9,34,25,13,16,4,14,15
"OTU_1538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"OTU_548",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1294",1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,3,2,3,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_390",6,0,4,2,1,0,1,2,2,3,0,7,3,3,2,0,1,1,1,0,1,0,1,1,1,1,0,0,1,2,2,1,1,0,1,1,1,0,1,1,0,1,0,2,0,0,3,3,0,2,0,1,1,0,2,3,1,3,2,0
"OTU_994",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"OTU_1595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_2362",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_1139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"OTU_1678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_56",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"OTU_172",6,0,3,1,1,1,7,8,3,3,1,1,5,8,1,5,0,2,8,7,2,3,2,2,24,26,11,6,3,24,0,2,3,0,3,5,5,3,2,1,0,5,12,10,3,6,2,2,6,8,1,1,0,0,1,6,1,1,1,3
"OTU_270",0,0,5,0,0,0,9,8,2,3,0,0,1,1,1,2,0,3,27,34,10,6,1,2,6,10,5,3,2,12,6,0,2,2,4,7,4,7,1,0,3,1,4,7,3,5,0,0,1,1,1,0,0,0,2,15,0,6,2,1
"OTU_1763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_552",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_1275",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_144",1,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,3,5,0,0,0,0,0,0,19,0,0,2,0,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4,0,1,0,0
"OTU_238",0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"OTU_600",1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,1,0,0,0,1,0,0,0
"OTU_1248",0,4,4,1,2,3,0,1,2,3,1,6,0,1,3,1,1,1,1,1,2,4,4,1,1,2,2,1,4,4,1,2,2,3,0,4,2,3,5,3,1,3,3,4,7,3,2,3,2,4,3,1,5,2,2,5,2,1,2,0
"OTU_373",1,0,0,1,5,9,0,1,3,1,3,1,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,4,0,4,1,2,0,0,0,1,0,0,2,0,4,0,1,0,2,1,2,2,2,1,1,2,0,1,0,2,3,0,2
"OTU_1217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2662",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0
"OTU_398",0,1,2,0,0,0,1,2,2,0,1,0,0,0,0,4,0,0,8,2,1,0,0,2,4,0,6,1,3,2,4,1,3,1,2,2,0,1,1,1,2,1,1,2,1,1,0,2,2,4,0,0,0,2,1,1,3,2,2,2
"OTU_334",13,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_575",0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_258",0,2,2,0,2,52,3,32,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2501",0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"OTU_515",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_291",1,4,3,0,3,1,2,1,5,6,3,1,5,1,4,7,2,0,9,3,4,2,1,0,12,2,5,0,3,3,1,4,1,0,3,7,4,5,5,1,0,0,0,3,1,3,2,1,1,8,1,3,0,4,4,2,3,4,2,1
"OTU_729",6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0
"OTU_1399",0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_2198",0,2,3,0,0,1,1,1,1,0,0,1,0,3,2,0,1,1,2,2,1,0,1,0,1,1,2,0,0,1,2,3,4,0,1,3,2,0,2,0,0,0,0,0,3,0,0,0,3,1,0,3,1,0,2,0,0,0,1,2
"OTU_1186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_587",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_24",1,1,6,2,2,0,0,2,0,2,0,3,0,2,3,2,0,1,0,2,1,0,2,1,2,3,2,0,3,0,1,1,1,1,0,3,2,1,3,1,2,1,0,1,0,0,6,0,1,1,3,3,0,2,2,1,6,1,5,4
"OTU_2705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_2396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"OTU_2326",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"OTU_1407",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_1269",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1816",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
"OTU_827",10,13,4,8,10,9,13,10,4,7,6,2,6,12,3,6,3,6,8,15,7,10,6,1,12,13,11,14,4,8,8,6,8,6,22,10,9,5,5,5,9,3,12,10,2,8,4,5,9,6,11,3,3,8,11,6,1,4,1,6
"OTU_3207",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2863",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1661",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_1265",1,2,5,7,8,5,3,2,2,3,7,2,4,4,1,6,3,1,3,1,6,1,0,0,3,1,4,2,2,1,0,2,4,1,1,4,0,3,6,1,0,3,0,0,1,1,3,4,1,1,3,7,6,3,4,4,6,1,1,3
"OTU_2",1154,1255,1956,1052,984,818,1102,1701,1728,1839,2632,2848,1937,2296,2239,1620,2574,2168,2148,1773,2444,1570,2461,1193,2453,2029,1945,2129,2089,1365,1474,1379,1418,2214,2446,2503,1025,1808,2341,2508,1956,2003,496,1409,3800,1538,2166,2052,1855,1855,2677,2210,2912,1985,1772,2606,2323,2319,2766,1849
"OTU_501",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4
"OTU_323",2,4,1,5,4,2,1,1,2,3,0,2,1,0,0,2,5,7,3,2,5,0,0,4,4,2,2,1,1,3,7,9,3,1,3,3,5,1,3,2,2,1,1,2,0,3,3,1,2,5,2,4,3,1,3,1,3,3,1,2
"OTU_65",1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2
"OTU_493",1,0,6,0,0,0,0,2,0,2,3,3,4,4,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_277",3,0,7,0,1,0,5,6,0,5,1,7,0,3,3,4,2,1,9,4,3,9,8,16,9,6,3,13,9,6,4,0,1,6,10,2,4,9,1,1,1,6,4,2,2,4,2,0,2,3,2,1,0,1,3,1,2,4,5,1
"OTU_513",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_177",8,7,4,1,1,1,47,19,4,20,16,3,6,7,6,2,0,3,12,5,8,8,1,4,16,5,11,4,1,13,5,0,4,25,20,9,21,26,3,7,8,3,39,19,3,12,3,5,9,4,23,6,23,12,13,7,4,14,2,3
"OTU_522",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_706",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_188",3,4,3,9,18,7,0,0,8,6,3,6,5,5,11,7,5,4,1,3,6,9,5,5,3,0,1,1,10,4,8,8,1,2,4,0,1,3,5,14,10,8,0,1,14,7,6,16,3,7,4,5,5,4,10,3,49,33,28,11
"OTU_926",0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,1,1,1,0,0,2,0,1,0,0,0,3,0,1,2,2,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,3,1,0
"OTU_62",25,39,44,14,18,23,28,34,38,31,31,37,32,43,78,35,53,46,24,34,39,24,41,34,24,24,45,40,53,51,43,32,30,40,13,46,22,9,27,24,25,61,6,21,118,38,66,63,64,33,39,60,89,45,27,53,58,56,104,70
"OTU_798",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1316",0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,2
"OTU_363",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU_294",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3203",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_502",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_341",9,2,2,4,1,3,1,0,0,4,2,5,4,16,9,1,3,5,3,0,0,2,0,0,0,0,0,0,2,0,7,1,1,4,0,1,2,2,2,1,3,5,1,6,5,3,4,2,1,1,4,2,4,2,2,3,4,5,9,4
"OTU_610",4,5,10,8,7,8,7,7,1,9,6,4,10,4,4,5,5,8,4,4,9,5,1,2,15,5,11,7,6,7,6,4,8,3,13,7,2,2,3,8,12,9,1,8,3,6,6,8,6,4,6,2,5,5,6,7,2,5,4,4
"OTU_983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_1030",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_577",0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,2,0,2,0,0,1,2,3,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,1,2,0,0,1,3,0,0,11
"OTU_545",0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,1,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"OTU_39",19,28,24,47,93,24,17,18,64,71,147,136,55,49,99,34,34,59,24,32,52,67,111,128,12,19,13,15,31,23,52,58,18,9,19,15,15,18,21,42,60,105,16,43,68,67,97,82,64,47,53,74,30,26,53,72,84,89,110,56
"OTU_932",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_615",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"OTU_712",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_18",270,83,153,367,351,133,73,66,267,133,277,160,116,77,163,102,212,166,51,47,93,150,108,268,108,57,66,39,138,52,122,162,109,52,47,99,134,66,196,191,93,126,23,117,117,89,176,236,148,67,248,393,228,191,174,152,278,57,84,71
"OTU_3623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"OTU_247",2,4,8,1,3,1,4,6,1,2,2,0,4,5,2,2,5,7,5,3,2,2,5,0,2,6,4,2,5,8,5,5,5,5,2,2,1,0,4,2,1,0,0,1,6,2,2,1,1,2,1,6,1,7,4,1,6,5,3,10
"OTU_163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_730",1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,2,0
"OTU_256",6,4,9,6,2,5,1,8,2,0,0,2,4,7,1,9,3,9,15,5,6,8,0,0,3,12,9,2,5,3,12,9,8,1,0,2,3,3,4,1,0,0,0,1,2,0,0,3,0,5,2,10,6,1,3,0,4,2,5,30
"OTU_1552",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_1968",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_491",6,10,13,5,1,9,12,6,3,1,7,1,11,7,5,11,4,6,3,4,8,10,2,13,4,2,14,7,9,15,12,2,3,8,1,9,8,3,0,3,4,18,4,10,7,3,5,9,19,4,9,5,7,6,4,7,5,14,8,14
"OTU_655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2696",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"OTU_2843",0,1,0,2,1,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_608",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_571",1,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0,2,1,0,2,4,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1,1,1,1,0,2,1,0,0,0,0,0,1,1
"OTU_421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_2615",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
