"ID","Nov2rep1","Nov3rep1","Nov6rep1","Nov9rep1","Nov10rep1","Nov11rep1","Nov12rep1","Nov13rep1","Nov16rep1","Nov17rep1","Nov18rep1","Nov19rep1","Nov20rep1","Nov24rep1","Nov25rep1","Nov26rep1","Nov27rep1","Dec1rep1","Dec2rep1","Dec3rep1","Dec7rep1","Dec8rep1","Dec9rep1","Dec10rep1","Dec11rep1","Dec14rep1","Dec15rep1","Dec16rep1","Dec17rep1","Dec18rep1","Dec21rep1","Dec23rep1","Jan4rep1","Jan5rep1","Jan6rep1","Jan7rep1","Jan11rep1","Jan12rep1","Jan13rep1","Jan14rep1","Jan15rep1","Jan18rep1","Jan19rep1","Jan20rep1","Jan21rep1","Jan25rep1","Jan26rep1","Jan27rep1","Jan28rep1","Jan29rep1","Feb1rep1","Feb2rep1","Feb3rep1","Feb4rep1","Feb5rep1","Feb8rep1","Feb9rep1","Feb11rep1","Feb12rep1","Feb15rep1","Feb16rep1","Feb18rep1","Feb19rep1","Feb22rep1","Feb23rep1","Feb25rep1","Feb26rep1","Feb29rep1","Mar2rep1","Mar3rep1","Mar4rep1","Mar7rep1","Mar8rep1","Mar9rep1","Mar10rep1","Mar11rep1","Mar14rep1","Mar15rep1","Mar21rep1","Mar22rep1","Mar23rep1","Mar24rep1","Mar28rep1","Apr18rep1"
"OTU_606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,2,1,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"OTU_29652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,0,1,0,0,0,1,3,2,0,2,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0
"OTU_14377",0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,0,1,3,1,0,0,1,2,1,0,0,0,0,4,0,0,0,0,1,0,1,0,1,1,0,3,1,2,3,2,0,1,1,0,0,1,0,0,1,1,1,0,0,2,0,2,0,0,0,0,0,2,1,1,2,0,1,1,1,0,0,1,0,1,0,0,0
"OTU_18627",0,0,0,4,1,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,2,3,2,1,0,0,2,1,0,0,2,1,1,1,1,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,1,1,1,0,0,0,0
"OTU_5415",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,2,2,2,0,1,1,0,0,1,1,1,2,2,1,0,3,0,2,0,0,1,0,1,1,3,0,0,0,0,0,0,1,2,1,2,2,0,1,1,0,3,2,0,1,0
"OTU_224",0,0,0,3,0,0,1,0,1,0,1,1,0,1,1,3,1,1,3,0,6,0,2,2,2,2,2,1,0,0,0,1,3,0,1,3,1,1,3,2,1,2,3,5,0,4,6,2,1,3,2,2,3,4,0,2,0,3,3,2,6,3,3,2,4,5,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
"OTU_430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,26
"OTU_131",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,2,2,1,1,2,1,1,5,4,0,3,10,5,7,3,4,8,2,9,13,15,10,44
"OTU_240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,2,1,0,6,0,1,4,2,4,4,3,4,10,10,15,12,26,7,6
"OTU_2741",0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,3,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_481",1,2,0,0,1,0,2,0,0,0,0,0,3,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_191",16,3,0,3,15,18,7,6,5,5,1,5,4,0,1,1,0,0,0,2,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_309",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,2,1,1,2,3,1,1,0,3,1,0,2,1,2,0,2,0,2,2,1,2,1,5,3,0,2,4,2,1,1,2,1,0,2,2,2,1,0,0,0,0,0
"OTU_300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,3,2,1,0,0,0,1,1,1,3,9,0,6,5,0,5,6,3,2,8,5,2,8,3,5,0
"OTU_65",9,0,19,9,14,8,10,16,5,9,7,3,3,3,3,4,5,1,1,4,3,2,1,7,2,2,1,0,0,3,4,14,5,2,6,6,18,7,7,13,13,6,10,5,9,13,7,10,7,10,10,17,10,20,7,17,7,4,6,6,13,20,18,22,10,13,26,6,2,8,3,8,4,4,3,2,5,6,1,4,1,0,6,1
"OTU_253",7,2,5,4,3,11,5,2,1,2,3,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,6,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,4,0,0,1,0,0,2,1,1,1,1,1,1,0,1,4,1,0,1,1,0,0,0,0,0
"OTU_193",0,4,2,2,0,0,0,0,0,2,8,22,7,0,0,1,0,0,0,0,0,0,0,0,0,7,0,5,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4,2,1,2,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,1
"OTU_28147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,3,1,1,2,0,1,0,1,0,1,1,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,1,2,2,1,0,0,0,0,2,4,0,1,1,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"OTU_1073",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"OTU_671",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_14468",0,0,1,1,0,0,1,1,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4,1,1,2,0,0,0,0
"OTU_12813",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,5,1,1,0,1,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_107",1,6,2,3,0,1,1,3,2,1,4,2,3,3,2,3,2,3,2,1,1,2,5,1,3,2,7,7,6,2,3,5,8,4,6,2,3,4,7,3,3,0,1,6,9,2,3,1,4,4,4,6,3,3,4,3,2,1,4,2,2,2,5,2,4,9,4,6,6,2,13,7,7,5,7,4,4,7,5,16,16,2,0,3
"OTU_167",2,0,1,0,1,2,0,0,0,0,1,2,1,1,1,0,0,1,3,0,1,1,0,0,0,2,0,1,1,0,0,3,1,0,3,2,1,3,0,1,0,0,1,1,1,0,0,3,0,3,0,0,1,4,0,2,5,3,2,0,2,3,1,0,5,4,8,3,4,3,2,10,7,6,5,5,1,2,2,3,4,1,1,15
"OTU_5916",0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_25727",0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,4,0,0,1,1,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_28993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,2,4,0,2,0,0,0,0,0,0,2,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9582",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,1,3,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0
"OTU_256",4,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,3,2,4,7,3,2,2,6,5,2,3,6,9,7,4,19,0
"OTU_7075",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,2,1,0,0,2,0,3,1,2,0,1,0,1,1,0,1,0,1,3,1,0,0,3,0,0,0,0,0,0,2,0,1,2,1,1,1,1,0,0,0,1,0,0,0
"OTU_736",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,19,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,1,1,2,1,5,2,6,3,0,1,1,0,1,0
"OTU_1123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_540",0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,2,1,0,0,0,1,0,1,1,4,0,1,1,0,0,3,1,1,0,0,1,1,0,2,0,1,1,0,1,0,0,1,2,2,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"OTU_60",1,2,5,36,55,30,34,32,47,28,13,7,7,9,16,10,13,15,8,5,3,4,1,5,2,3,0,0,0,1,7,3,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8056",0,0,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,2,1,0,2,1,0,4,0,0,1,1,0,0,1,2,0,1,2,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,3,2,0,1,0,0,0,0,2,1,0,1,0,1,0,0,1
"OTU_505",3,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_246",6,1,2,2,0,1,3,4,1,2,8,5,3,2,4,2,6,1,6,4,4,7,3,4,0,6,2,1,1,3,3,0,3,4,1,3,3,1,4,2,2,0,4,0,2,3,2,2,1,0,8,3,1,5,1,0,2,3,3,0,1,0,2,3,3,2,2,2,3,2,1,1,6,3,3,8,3,7,6,2,7,4,2,0
"OTU_16414",1,2,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,1,1,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,2,6,2,3,1,1,4
"OTU_2303",1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,2,2,1,0,1,6,4,0,0,0
"OTU_408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,2,2,1,0,0,1,0,3,0,0,1,0,2,7,5,1,3,0,0,0,1,1,0,0,0,0,0
"OTU_27047",0,0,0,2,0,3,0,0,0,4,1,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_392",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,2,3,4,2,1,3,3,3,6,0,1,7,1,2,0,2,0,2,1,0,0,2,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_616",0,0,3,2,7,0,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_18702",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"OTU_1363",0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0,1,0,0,0,0,0,2,2,3,2,3,4,1,4,1,2,3,2,4,0,0,0
"OTU_52",1,0,2,4,23,17,15,36,26,27,11,2,11,24,27,39,53,30,22,22,5,8,12,7,10,9,4,5,6,11,3,5,0,4,3,3,2,3,0,1,1,0,3,1,1,0,0,1,0,0,2,1,2,1,1,0,1,0,0,1,0,2,1,0,0,2,0,2,0,0,4,1,1,1,0,3,0,0,2,1,1,3,3,8
"OTU_444",0,0,0,3,0,3,0,1,2,1,0,0,0,1,0,3,1,0,0,3,1,2,2,1,1,0,0,0,0,0,0,2,3,3,0,1,3,2,2,1,3,1,0,1,2,0,0,1,1,0,1,0,3,0,0,2,3,1,1,0,1,1,5,0,0,2,0,0,1,0,4,0,2,0,2,0,0,0,1,0,0,0,0,0
"OTU_451",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,1,0,3,1,2,5,2,3,2,1,0,0,0,4,0,6,1,2,2,2,0,1,2,2,1,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_34",16,2,26,22,20,16,19,17,14,26,15,3,8,13,20,16,19,17,15,25,12,13,26,17,26,4,4,4,0,5,15,9,9,10,9,11,12,14,9,22,6,13,12,6,7,9,11,5,6,6,14,9,10,15,16,15,8,8,3,6,5,1,3,7,1,6,9,6,1,4,12,8,4,4,7,10,4,7,4,10,4,3,34,2
"OTU_1811",0,0,0,2,0,0,1,1,1,1,0,0,0,0,2,0,0,2,1,0,0,1,2,2,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"OTU_61",8,3,12,0,0,0,0,0,1,9,31,61,28,2,0,0,0,2,1,0,0,0,0,0,0,27,23,32,47,6,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,10,2,1,0,1,3,5,2,4,11,12,5,5,9,8,7,7,12,7,1,6,1,1,0,4,16
"OTU_5209",0,0,0,1,0,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,1,3,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"OTU_10713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,1,0,0,2,0,0,2,0,0,1,1,0,0,1,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_595",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_20348",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,1,0,1,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_26442",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0,2,0,2,0,0,0,0,0,2,0,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_200",4,0,0,5,0,4,1,4,0,4,5,1,1,1,2,3,4,1,1,1,3,2,1,2,1,3,3,3,1,0,3,0,0,1,1,0,1,1,5,2,2,3,1,1,2,3,5,5,4,0,6,3,1,0,6,2,2,3,2,2,0,0,5,1,0,0,2,2,2,2,0,1,1,1,3,5,4,0,2,1,2,0,0,0
"OTU_10861",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3
"OTU_1201",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,1,2,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_23",75,3,60,39,37,53,34,14,29,30,34,28,28,49,29,15,24,24,26,17,24,20,24,22,22,25,52,41,34,38,17,25,14,11,22,19,18,11,11,36,11,15,8,11,9,19,14,16,13,17,18,14,7,8,20,15,10,29,33,21,10,17,15,9,17,8,14,26,26,30,30,41,32,29,29,40,29,28,39,26,31,16,44,3
"OTU_2283",0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,1,0,0,2,0,1,1,2,2,1,0,0,0,0,0,0,1,1,1,2,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0
"OTU_374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_852",0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"OTU_26064",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,4,1,1,0,0,0,0,1,5,2,4,2,2,1,1,4,2,0,4,0,1,0,2,1,1,1,5,0,1,3,2,0,1,0,1,0,3,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_702",0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,1,0,1,1,4,2,3,0,4,2,1,1,2,1,0,1,0,0,0,0
"OTU_85",8,0,6,5,7,9,4,2,0,12,2,8,4,7,6,4,5,2,6,2,3,4,1,2,4,6,6,6,9,5,4,9,4,5,4,5,3,2,8,4,5,4,4,5,3,5,4,6,4,6,2,1,3,7,4,7,9,3,5,1,2,2,4,1,5,0,0,5,8,5,11,9,5,6,6,6,9,5,18,3,4,0,7,2
"OTU_12052",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_26362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,1,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"OTU_893",1,0,2,2,0,0,1,0,1,0,0,1,1,1,0,3,0,1,0,1,0,0,0,1,1,2,3,0,0,2,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,1,2,4,3,3,4,4,2,2,2,1,1,1,1,0,0,0
"OTU_143",3,0,4,5,7,5,5,4,5,3,5,2,1,1,1,0,0,1,2,1,4,0,3,3,3,0,1,0,0,0,4,2,2,1,0,0,2,1,2,0,2,0,0,1,1,2,1,1,3,3,6,4,3,2,1,1,5,5,3,5,4,2,3,2,3,2,8,2,4,2,6,3,2,7,3,6,4,4,0,1,1,0,9,0
"OTU_20823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,4,0,1,0,0,0,0,1,1,0,1,1,0,2,0,1,2,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0
"OTU_123",7,0,3,5,7,4,1,0,0,3,2,0,5,7,5,9,4,5,4,1,2,1,1,3,3,2,1,2,1,3,13,7,8,8,11,10,6,6,6,11,6,7,6,9,1,11,8,5,11,8,6,2,3,2,10,4,4,2,5,2,3,1,3,2,5,1,1,4,2,2,1,2,2,3,1,0,1,2,5,2,0,0,1,0
